Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation (Rs. Cr.)
500400,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Active,A,1.0,INE245A01021,Integrated Power Utilities,78285.82
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,T,2.0,INE937A01023,Civil Construction,169.22
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A,1.0,INE387A01021,Auto Components & Equipments,26012.84
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,B,10.0,INE947A01014,Iron & Steel,3570.15
500405,Supreme Petrochem Ltd.,SPLPETRO,SUPREME PETROCHEM LTD.,Active,A,2.0,INE663A01033,Petrochemicals,8526.73
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Active,B,10.0,INE277A01016,Compressors- Pumps & Diesel Engines,2430.58
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Active,A,10.0,INE670A01012,Computers - Software & Consulting,45908.32
500410,ACC Ltd,ACC,ACC LTD.,Active,A,10.0,INE012A01025,Cement & Cement Products,37311.45
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,Active,A,2.0,INE152A01029,Heavy Electrical Equipment,32368.21
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A,1.0,INE338A01024,Commodity Chemicals,2251.0
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,T,1.0,INE332A01027,"Tour, Travel Related Services",5383.51
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,B,1.0,INE064A01026,Gems- Jewellery And Watches,1707.57
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B,10.0,INE932C01012,Plastic Products - Consumer,91.78
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A,5.0,INE685A01028,Pharmaceuticals,66237.57
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Active,X,10.0,INE019B01010,Pharmaceuticals,30.4
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A,2.0,INE079A01024,Cement & Cement Products,87090.4
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,Active,X,1.0,INE184E01024,Residential- Commercial Projects,5.87
500429,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B,2.0,INE037A01022,Trading - Chemicals,1108.21
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Active,B,10.0,INE701A01023,Non Banking Financial Company (NBFC),913.74
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A,1.0,INE038A01020,Aluminium,100282.04
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A,2.0,INE976A01021,Paper & Paper Products,4157.45
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B,10.0,INE048A01011,Commodity Chemicals,189.5
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Active,XT,10.0,INE844C01027,Other Financial Services,33.91
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Active,B,10.0,INE818B01023,Petrochemicals,270.07
500458,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10.0,INE601A01017,Other Food Products,8.05
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A,10.0,INE179A01014,Personal Care,53423.07
500460,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Active,B,10.0,INE304A01026,Iron & Steel,2410.91
500463,BLACK BOX LIMITED,BBOX,Black Box Ltd,Active,B,2.0,INE676A01027,IT Enabled Services,3434.49
500464,UCAL LIMITED,UCAL,Ucal  Ltd,Active,T,10.0,INE139B01016,Auto Components & Equipments,311.8
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B,10.0,INE544A01019,Rubber,251.82
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Active,A,2.0,INE171A01029,Private Sector Bank,33829.57
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Active,A,1.0,INE081A01020,Iron & Steel,143706.12
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A,10.0,INE640A01023,Abrasives & Bearings,25120.42
500477,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Active,A,1.0,INE208A01029,Commercial Vehicles,55067.07
500480,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,Active,A,2.0,INE298A01020,Compressors- Pumps & Diesel Engines,47584.15
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A,10.0,INE151A01013,Telecom - Cellular & Fixed line services,51230.18
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A,10.0,INE358A01014,Pharmaceuticals,49623.49
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A,10.0,INE118A01012,Holding Company,81543.09
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A,2.0,INE465A01025,Castings & Forgings,48803.13
500495,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,Active,A,10.0,INE042A01014,Tractors,33442.85
500500,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B,5.0,INE253A01025,Passenger Cars & Utility Vehicles,310.07
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Active,A,2.0,INE018A01030,Civil Construction,378752.05
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Active,A,5.0,INE101A01026,Passenger Cars & Utility Vehicles,192703.45
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A,10.0,INE323A01026,Auto Components & Equipments,54660.86
500540,Premier Limited,PREMIER,PREMIER LTD.,Active,T,10.0,INE342A01018,Industrial Products,6.68
500547,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A,10.0,INE029A01011,Refineries & Marketing,77095.24
500550,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,Active,A,2.0,INE003A01024,Heavy Electrical Equipment,136967.41
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Active,A,2.0,INE155A01022,Passenger Cars & Utility Vehicles,200042.52
500575,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,Active,A,1.0,INE226A01021,Household Appliances,27375.75
500620,"Great Eastern Shipping Co. Ltd.,",GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A,10.0,INE017A01032,Shipping,11196.64
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A,10.0,INE501A01019,Commodity Chemicals,6992.31
500650,"Excell Industries Ltd.,",EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,B,5.0,INE369A01029,Specialty Chemicals,1138.28
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,B,10.0,INE291A01017,Plastic Products - Industrial,2641.17
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A,10.0,INE159A01016,Pharmaceuticals,23830.35
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A,10.0,INE113A01013,Commodity Chemicals,9161.94
500672,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,Active,B,5.0,INE234A01025,Pharmaceuticals,1767.74
500674,Sanofi India Ltd,SANOFI,Sanofi India Ltd,Active,A,10.0,INE058A01010,Pharmaceuticals,16270.46
500680,"Pfizer Ltd.,",PFIZER,PFIZER LTD.,Active,A,10.0,INE182A01018,Pharmaceuticals,17576.74
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A,2.0,INE026A01025,Fertilizers,6813.97
500696,"Hindustan Unilever Ltd.,",HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A,1.0,INE030A01027,Diversified FMCG,600332.32
500710,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Active,A,10.0,INE133A01011,Paints,12330.04
500730,NOCIL Ltd,NOCIL,NOCIL LTD.,Active,A,10.0,INE163A01018,Specialty Chemicals,3635.38
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Active,A,10.0,INE092A01019,Commodity Chemicals,26386.38
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B,10.0,INE148A01019,Petrochemicals,714.82
500780,Zuari Industries Limited,ZUARIIND,Zuari Industries Ltd,Active,B,10.0,INE217A01012,Sugar,421.55
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Active,A,10.0,INE239A01016,Packaged Foods,212447.21
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A,1.0,INE192A01025,Tea & Coffee,78180.98
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Active,A,1.0,INE021A01026,Paints,312741.64
500825,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A,1.0,INE216A01030,Packaged Foods,108648.46
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A,1.0,INE259A01022,Personal Care,52689.06
500840,EIH Ltd,EIHOTEL,EIH LTD.,Active,A,2.0,INE230A01023,Hotels & Resorts,14539.72
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A,1.0,INE053A01029,Hotels & Resorts,55921.16
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Active,A,5.0,INE172A01027,Lubricants,14248.31
500875,ITC Ltd,ITC,ITC LTD.,Active,A,1.0,INE154A01025,Diversified FMCG,550135.69
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A,1.0,INE438A01022,Tyres & Rubber Products,24873.73
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,Active,A,10.0,INE482A01020,Tyres & Rubber Products,9121.29
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Active,T,10.0,INE832A01018,Tyres & Rubber Products,180.29
500940,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A,2.0,INE183A01024,Plastic Products - Industrial,13650.49
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10.0,INE371U01015,Other Financial Services,0.36
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,XT,10.0,INE598F01014,Trading & Distributors,0.87
501144,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,XT,10.0,INE644U01015,Diversified Commercial Services,0.27
501148,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10.0,INE422D01012,Investment Company,8.32
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,Active,B,1.0,INE660C01027,Other Financial Services,985.17
501151,"Kartik Investments Trust Ltd.,",KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,XT,10.0,INE524U01019,Other Financial Services,12.71
501242,TCI Finance Limited,TCIFINANCE,TCI FINANCE LTD.,Active,T,10.0,INE911B01018,Non Banking Financial Company (NBFC),4.34
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10.0,INE567L01017,Consulting Services,29.4
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10.0,INE825M01017,Residential- Commercial Projects,0.03
501295,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T,10.0,INE886A01014,Non Banking Financial Company (NBFC),236.75
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X,10.0,INE620D01011,Investment Company,459.72
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A,10.0,INE672A01018,Investment Company,12188.15
501311,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,XT,10.0,INE998D01011,Non Banking Financial Company (NBFC),2.21
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Active,XT,1.0,INE286N01028,Trading & Distributors,79.48
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,T,5.0,INE861B01023,Diversified Commercial Services,151.04
501351,"Rapid Investments Ltd.,",RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10.0,INE154M01012,Diversified Commercial Services,12.62
501370,Walchand Peoplefirst Limited,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,XT,10.0,INE695D01021,Consulting Services,58.32
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10.0,INE094R01019,Other Financial Services,0.12
501391,"W.H. Brady & Co. Ltd.,",WHBRADY,W.H.BRADY & CO.LTD.,Active,X,10.0,INE855A01019,Other Industrial Products,94.49
501421,TechNVision Ventures Limited,TECHNVISN,TECHNVISION VENTURES LTD.,Active,XT,10.0,INE314H01012,Software Products,124.25
501423,Shaily Engineering Plastics Ltd.,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,B,10.0,INE151G01010,Plastic Products - Industrial,1522.16
501425,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A,2.0,INE050A01025,Packaged Foods,6874.63
501430,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,Active,X,10.0,INE691K01017,Trading & Distributors,35.61
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A,2.0,INE224A01026,Compressors- Pumps & Diesel Engines,3335.0
501477,"Muller & Phipps (India) Ltd.,",MULLER,MULLER & PHIPPS (INDIA) LTD.,Active,XT,10.0,INE003F01015,Trading & Distributors,11.14
501622,"Amalgamated Electricity Co. Ltd.,",AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,Active,XT,5.0,INE492N01022,Diversified Commercial Services,8.61
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,Active,XT,10.0,INE134R01013,Civil Construction,1.88
501700,India Nivesh Limited,INDIANVSH,INDIANIVESH LTD.,Active,XT,1.0,INE131H01028,Non Banking Financial Company (NBFC),144.73
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,Active,B,10.0,INE377E01016,Seafood,371.98
501833,"Chowgule Steamships Ltd.,",CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Active,XT,10.0,INE490A01015,Shipping,54.43
501848,Global Offshore Services Ltd,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,XT,10.0,INE446C01013,Shipping,98.82
501945,Dhenu Buildcon Infra Limited,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,XT,1.0,INE758D01027,Non Banking Financial Company (NBFC),3.28
502015,ASI INDUSTRIES LIMITED,ASIIL,ASI Industries Ltd,Active,X,1.0,INE443A01030,Industrial Minerals,152.59
502090,Sagar Cements Ltd,SAGCEM,SAGAR CEMENTS LTD.-$,Active,B,2.0,INE229C01021,Cement & Cement Products,2916.09
502133,Hemadri Cements Limited,HEMACEM,HEMADRI CEMENTS LTD.,Active,XT,10.0,INE07BK01011,Cement & Cement Products,21.61
502137,"Deccan Cements Ltd.,",DECCANCE,DECCAN CEMENTS LTD.-$,Active,B,5.0,INE583C01021,Cement & Cement Products,731.47
502157,"Mangalam Cement Ltd.,",MANGLMCEM,MANGALAM CEMENT LTD.,Active,B,10.0,INE347A01017,Cement & Cement Products,902.74
502168,"NCL Industries Limited,",NCLIND,NCL INDUSTRIES LTD.-$,Active,B,10.0,INE732C01016,Cement & Cement Products,1055.73
502175,Saurashtra Cement Limited,SAURASHCEM,SAURASHTRA CEMENT LTD.,Active,X,10.0,INE626A01014,Cement & Cement Products,792.15
502180,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,B,10.0,INE232A01011,Cement & Cement Products,1385.68
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A,1.0,INE666D01022,Glass - Industrial,5611.6
502250,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,Active,XT,10.0,INE347D01011,Other Construction Materials,18.27
502271,Raasi Refractories Limited.,RASSIREF,RAASI REFRACTORIES LTD.-$,Active,XT,10.0,INE858D01017,Industrial Products,4.49
502281,"Triveni Glass Ltd.,",TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,XT,10.0,INE094C01011,Other Construction Materials,22.39
502294,Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,Active,X,10.0,INE416N01013,Electrodes & Refractories,83.75
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B,10.0,INE435A01028,Paper & Paper Products,1818.68
502355,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A,2.0,INE787D01026,Tyres & Rubber Products,45682.79
502420,Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,Active,B,1.0,INE592A01026,Paper & Paper Products,1025.28
502445,Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,Active,XT,10.0,INE906D01014,Residential- Commercial Projects,24.51
502448,"Rollatainters Ltd.,",ROLLT,ROLLATAINERS LTD.,Active,T,1.0,INE927A01040,Packaging,31.52
502450,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Active,B,2.0,INE630A01024,Paper & Paper Products,1965.52
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X,10.0,INE777A01023,Paper & Paper Products,101.71
502589,"Vapi Paper Mills Ltd.,",VAPIPPR,VAPI PAPER MILLS LTD.,Active,XT,10.0,INE464D01014,Paper & Paper Products,20.3
502820,"DCM Ltd.,",DCM,DCM LTD.,Active,B,10.0,INE498A01018,IT Enabled Services,141.07
502850,"Gaekwar Mills Ltd.,",ZGAEKWAR,GAEKWAR MILLS LTD.,Active,X,10.0,INE837X01027,Other Textile Products,2.51
502865,Forbes & Company Ltd,FORBESCO,FORBES & COMPANY LTD.-$,Active,X,10.0,INE518A01013,Household Appliances,854.66
502873,"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Active,X,10.0,INE950C01014,Other Textile Products,36.94
502893,United Interactive Limited,UNITEDINT,UNITED INTERACTIVE LTD.,Active,X,10.0,INE706D01018,IT Enabled Services,9.97
502901,JAMSHRI REALTY LIMITED,JAMSHRI,Jamshri Realty Ltd-$,Active,X,1000.0,INE462D01026,Residential- Commercial Projects,31.07
502933,"Katare Spinning Mills Ltd.,",KATRSPG,KATARE SPINNING MILLS LTD.,Active,X,10.0,INE498G01015,Other Textile Products,79.57
502937,Kesoram Industries Ltd,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,T,10.0,INE087A01019,Cement & Cement Products,2657.14
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,X,100.0,INE938C01019,Other Textile Products,265.98
502986,Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,Active,A,2.0,INE825A01020,Other Textile Products,10902.12
503031,Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,Active,B,2.0,INE138A01028,Residential- Commercial Projects,945.93
503092,"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,Active,XT,10.0,INE909B01020,Other Textile Products,24.6
503100,"The Phoenix Mills Ltd.,",PHOENIXLTD,The Phoenix Mills Ltd,Active,A,2.0,INE211B01039,Residential- Commercial Projects,31893.53
503101,Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B,5.0,INE182D01020,Residential- Commercial Projects,1667.51
503127,Raja Bahadur International Ltd,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100.0,INE491N01016,Residential- Commercial Projects,92.75
503162,"Reliance Chemotex Industries Ltd.,",RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,B,10.0,INE750D01016,Other Textile Products,137.78
503169,"Ruby Mills Ltd.,",RUBYMILLS,RUBY MILLS LTD.,Active,B,5.0,INE301D01026,Other Textile Products,782.5
503229,Simplex Realty Limited,SIMPLXREA,SIMPLEX REALTY LTD.,Active,X,10.0,INE167H01014,Residential- Commercial Projects,32.82
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A,1.0,INE665A01038,Residential- Commercial Projects,8129.96
503349,"Victoria Mills Ltd.,",VICTMILL,VICTORIA MILLS LTD.,Active,X,100.0,INE203D01016,Residential- Commercial Projects,32.23
503622,"S.V. Trading & Agencies Ltd.,",ZSVTRADI,S.V.TRADING & AGENCIES LTD.,Active,XT,10.0,INE404N01019,Other Financial Services,12.57
503624,"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Active,X,10.0,INE406N01014,Other Financial Services,8.56
503635,"Shree Salasar Investment Ltd.,",SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,XT,10.0,INE315N01017,Other Financial Services,7.81
503639,Indsoya Limited,INDSOYA,INDSOYA LTD.,Active,XT,5.0,INE314N01028,Diversified Commercial Services,0.38
503641,Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,Active,X,1.0,INE945J01027,Consulting Services,57.46
503657,Veer Energy & Infrastructure Limited,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,Active,X,10.0,INE255E01030,Power Generation,22.68
503659,SW Investments Limited,SW1,SW Investments Ltd,Active,XT,10.0,INE948K01011,Diversified Commercial Services,3.95
503663,Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,Active,XT,1.0,INE026L01022,Investment Company,115.43
503669,K K Fincorp Limited,KKFIN,K K Fincorp Limited,Active,XT,10.0,INE509J01013,Diversified Commercial Services,11.92
503671,"Unijolly Investments Co. Ltd.,",UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,X,10.0,INE130N01010,Other Financial Services,0.09
503675,Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,Active,X,2.0,INE786K01023,Diversified Commercial Services,3.3
503681,"Elcid Investments Ltd.,",ELCIDIN,ELCID INVESTMENTS LTD.,Active,XT,10.0,INE927X01018,Diversified Commercial Services,0.06
503685,Mediaone Global Entertainment Limited,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,Active,XT,10.0,INE828I01019,Film Production- Distribution & Exhibition,79.49
503689,"Healthy Investments Ltd.,",HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10.0,INE160N01017,Diversified Commercial Services,0.08
503696,"Shreenath Investments Co. Ltd.,",SHRENTI,SHREENATH INVESTMENTS CO.LTD.,Active,X,10.0,INE475V01012,Diversified Commercial Services,
503722,"Banswara Syntex Ltd.,",BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B,5.0,INE629D01020,Other Textile Products,519.3
503772,"Modella Woollens Ltd.,",MODWOOL,MODELLA WOOLLENS LTD.,Active,X,10.0,INE380D01012,Trading & Distributors,6.83
503776,"Modipon Ltd.,",MODIPON,MODIPON LTD.,Active,X,10.0,INE170C01019,Residential- Commercial Projects,46.31
503804,"Shri Dinesh Mills Ltd.,",SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,X,10.0,INE204C01024,Other Textile Products,284.76
503806,"SRF Ltd.,",SRF,SRF LTD.,Active,A,10.0,INE647A01010,Specialty Chemicals,68530.46
503811,"Siyaram Silk Mills Ltd.,",SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B,2.0,INE076B01028,Other Textile Products,2492.55
503816,"Swadeshi Polytex Ltd.,",SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,1.0,INE243N01029,Other Textile Products,159.12
503837,"Shree Rajasthan Syntex Ltd.,",SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,Active,XT,10.0,INE796C01011,Other Textile Products,6.54
503863,"Shree Manufacturing Co. Ltd.,",SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10.0,INE632A01012,Other Textile Products,8.62
503893,Satyam Silk Mills Ltd,ZSATYASL,SATYAM SILK MILLS LTD.,Active,XT,10.0,INE07MC01015,Other Financial Services,0.64
503960,"Bharat Bijlee Ltd.,",BBL,BHARAT BIJLEE LTD.-$,Active,A,10.0,INE464A01028,Other Electrical Equipment,2141.23
504000,"Elpro International Ltd.,",ELPROINTL,ELPRO INTERNATIONAL LTD.,Active,B,1.0,INE579B01039,Residential- Commercial Projects,1300.58
504028,GEE Ltd.,GEE,GEE LTD.,Active,X,2.0,INE064H01021,Other Electrical Equipment,220.59
504036,"Hind Rectifiers Ltd.,",HIRECT,HIND RECTIFIERS LTD.,Active,T,2.0,INE835D01023,Industrial Products,609.61
504058,Indo National Limited,NIPPOBATRY,INDO-NATIONAL LTD.,Active,T,5.0,INE567A01028,Household Products,315.75
